"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00076410","1976-05-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0",",,0","    0",",,0","  267",",,0","  139",",,0",,,,,,,"   43",",,0,1700",,,,,,,"  178",",,0","  306",",,0","  250",",,0,1700","   18",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   28",",,0,1700","    0",",,0","    0",",,0","  261",",,0","   61",",,0",,,,,,,"   71",",,0,1700",,,,,,,"   78",",,0","  306",",,0","  156",",,0,1700","  126",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  183",",,0","   33",",,0",,,,,,,"   46",",,0,1700",,,,,,,"   72",",,0","  256",",,0","  178",",,0,1700","   55",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  256",",,0","   67",",,0",,,,,,,"   48",",,0,1700",,,,,,,"  100",",,0","  306",",,0","  244",",,0,1700","   35",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0",",,0","    0",",,0","  244",",,0","  117",",,0",,,,,,,"   43",",,0,1700",,,,,,,"  144",",,0","  300",",,0","  211",",,0,1700","   21",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   86",",,0,1700","    0",",,0","    0",",,0","  206",",,0","  100",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  128",",,0","  244",",,0","  172",",,0,1700","  117",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  211",",,0","   33",",,0",,,,,,,"   41",",,0,1700",,,,,,,"   78",",,0","  239",",,0","  183",",,0,1700","   31",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  267",",,0","  128",",,0",,,,,,,"   20",",,0,1700",,,,,,,"  156",",,0","  300",",,0","  267",",,0,1700","   21",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  278",",,0","  178",",,0",,,,,,,"   38",",,0,1700",,,,,,,"  194",",,0","  350",",,0","  267",",,0,1700","   34",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0",",,0","    0",",,0","  267",",,0","  183",",,0",,,,,,,"   36",",,0,1700",,,,,,,"  206",",,0","  333",",,0","  239",",,0,1700","   26",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   41",",,0,1700","    0",",,0","    0",",,0","  250",",,0","  156",",,0",,,,,,,"   13",",,0,1700",,,,,,,"  183",",,0","  278",",,0","  250",",,0,1700","   18",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  135",",,0,1700","    0",",,0","    0",",,0","  250",",,0","  117",",,0",,,,,,,"   43",",,0,1700",,,,,,,"  178",",,0","  294",",,0","  122",",,0,1700","   51",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   30",",,0,1700","    0",",,0","    0",",,0","  133",",,0","   50",",,0",,,,,,,"   46",",,0,1700",,,,,,,"   56",",,0","  211",",,0","  117",",,0,1700","   58",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  256",",,0","   89",",,0",,,,,,,"   53",",,0,1700",,,,,,,"   72",",,0","  267",",,0","  244",",,0,1700","  158",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,0,1700","    0",",,0","    0",",,0","  283",",,0","  128",",,0",,,,,,,"   46",",,0,1700",,,,,,,"  156",",,0","  306",",,0","  267",",,0,1700","   64",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,0,1700","    0",",,0","    0",",,0","  267",",,0","   89",",,0",,,,,,,"   76",",,0,1700",,,,,,,"  122",",,0","  267",",,0","  211",",,0,1700","  101",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  217",",,0","   72",",,0",,,,,,,"   81",",,0,1700",,,,,,,"  117",",,0","  283",",,0","  194",",,0,1700","   63",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  222",",,0","   67",",,0",,,,,,,"   43",",,0,1700",,,,,,,"  128",",,0","  272",",,0","  211",",,0,1700","   32",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  217",",,0","  122",",,0",,,,,,,"   58",",,0,1700",,,,,,,"  172",",,0","  272",",,0","  167",",,0,1700","   80",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0",",,0","    0",",,0","  167",",,0","   94",",,0",,,,,,,"   20",",,0,1700",,,,,,,"  117",",,0","  189",",,0","  139",",,0,1700","  156",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0",",,0","    0",",,0","  233",",,0","   67",",,0",,,,,,,"   36",",,0,1700",,,,,,,"  100",",,0","  289",",,0","  228",",,0,1700","   84",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  267",",,0","   94",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  133",",,0","  306",",,0","  244",",,0,1700","   40",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,0,1700","    0",",,0","    0",",,0","  244",",,0","  128",",,0",,,,,,,"   36",",,0,1700",,,,,,,"  156",",,0","  300",",,0","  189",",,0,1700","   43",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-30","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  183",",,0,1700","    0",",,0","    0",",,0","  194",",,0","  156",",,0",,,,,,,"    8",",,0,1700",,,,,,,"  161",",,0","  211",",,0","  194",",,0,1700","  127",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-05-31","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  272",",,0","  133",",,0",,,,,,,"    8",",,0,1700",,,,,,,"  161",",,0","  300",",,0","  272",",,0,1700","   24",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  161",",,0",,,,,,,"   53",",,0,1700",,,,,,,"  189",",,0","  328",",,0","  272",",,0,1700","   48",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  424",",,0,1700","    0",",,0","    0",",,0","  272",",,0","  128",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  150",",,0","  322",",,0","  144",",,0,1700","   87",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  228",",,0","   78",",,0",,,,,,,"   28",",,0,1700",,,,,,,"  117",",,0","  267",",,0","  222",",,0,1700","   50",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  233",",,0","   72",",,0",,,,,,,"   64",",,0,1700",,,,,,,"  139",",,0","  278",",,0","  228",",,0,1700","   53",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  244",",,0","   83",",,0",,,,,,,"   79",",,0,1700",,,,,,,"  128",",,0","  278",",,0","  244",",,0,1700","   74",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  244",",,0","   72",",,0",,,,,,,"   48",",,0,1700",,,,,,,"  133",",,0","  278",",,0","  200",",,0,1700","   34",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  117",",,0",,,,,,,"   58",",,0,1700",,,,,,,"  144",",,0","  317",",,0","  289",",,0,1700","   76",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  300",",,0","  150",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  183",",,0","  317",",,0","  294",",,0,1700","   31",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  322",",,0","  144",",,0",,,,,,,"   66",",,0,1700",,,,,,,"  178",",,0","  350",",,0","  322",",,0,1700","   40",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  333",",,0","  183",",,0",,,,,,,"   66",",,0,1700",,,,,,,"  206",",,0","  356",",,0","  322",",,0,1700","   34",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  322",",,0","  194",",,0",,,,,,,"  104",",,0,1700",,,,,,,"  211",",,0","  350",",,0","  311",",,0,1700","   64",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  311",",,0","  206",",,0",,,,,,,"   51",",,0,1700",,,,,,,"  194",",,0","  350",",,0","  289",",,0,1700","   74",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  128",",,0",,,,,,,"   86",",,0,1700",,,,,,,"  144",",,0","  350",",,0","  183",",,0,1700","   87",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  272",",,0","  161",",,0",,,,,,,"   10",",,0,1700",,,,,,,"  172",",,0","  283",",,0","  272",",,0,1700","   16",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  322",",,0","  178",",,0",,,,,,,,,,,,,,,"  194",",,0","  333",",,0","  317",",,0,1700","   29",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  322",",,0","  211",",,0","    2",",,0",,,,,,,"   56",",,0",,,,,"  228",",,0","  339",",,0","  294",",,0,1700","   27",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   53",",,0,1700","    0",",,0","    0",",,0","  300",",,0","  211",",,0",,,,,,,"   36",",,0,1700",,,,,,,"  228",",,0","  328",",,0","  267",",,0,1700","   37",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  231",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  194",",,0",,,,,,,"   64",",,0,1700",,,,,,,"  222",",,0","  306",",,0","  244",",,0,1700","   21",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0",",,0","    0",",,0","  294",",,0","  200",",,0",,,,,,,"   43",",,0,1700",,,,,,,"  228",",,0","  356",",,0","  289",",,0,1700","   32",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0",",,0","    0",",,0","  317",",,0","  206",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  239",",,0","  361",",,0","  306",",,0,1700","   29",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  124",",,0,1700","    0",",,0","    0",",,0","  311",",,0","  211",",,0",,,,,,,"   53",",,0,1700",,,,,,,"  228",",,0","  350",",,0","  278",",,0,1700","   35",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    3",",,0,1700","    0",",,0","    0",",,0","  278",",,0","  200",",,0",,,,,,,"   28",",,0,1700",,,,,,,"  222",",,0","  306",",,0","  261",",,0,1700","   24",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  107",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  200",",,0",,,,,,,"   46",",,0,1700",,,,,,,"  222",",,0","  328",",,0","  294",",,0,1700","   19",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  311",",,0","  189",",,0",,,,,,,"   51",",,0,1700",,,,,,,"  228",",,0","  361",",,0","  306",",,0,1700","   23",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  306",",,0","  228",",,0",,,,,,,"   36",",,0,1700",,,,,,,"  239",",,0","  361",",,0","  300",",,0,1700","   48",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  306",",,0","  217",",,0",,,,,,,"   97",",,0,1700",,,,,,,"  228",",,0","  339",",,0","  294",",,0,1700","   61",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  317",",,0","  161",",,0",,,,,,,"   81",",,0,1700",,,,,,,"  194",",,0","  344",",,0","  317",",,0,1700","   66",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  339",",,0","  178",",,0",,,,,,,"   64",",,0,1700",,,,,,,"  206",",,0","  372",",,0","  328",",,0,1700","   42",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    8",",,0,1700","    0",",,0","    0",",,0","  339",",,0","  200",",,0",,,,,,,"   38",",,0,1700",,,,,,,"  228",",,0","  372",",,0","  317",",,0,1700","   27",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-06-30","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  328",",,0","  200",",,0",,,,,,,"   84",",,0,1700",,,,,,,"  228",",,0","  367",",,0","  311",",,0,1700","   19",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   23",",,0,1700","    0",",,0","    0",",,0","  311",",,0","  172",",,0",,,,,,,"   58",",,0,1700",,,,,,,"  194",",,0","  361",",,0","  267",",,0,1700","   53",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-02","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  139",",,0",,,,,,,"   69",",,0,1700",,,,,,,"  161",",,0","  333",",,0","  283",",,0,1700","   71",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-03","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  156",",,0",,,,,,,"   74",",,0,1700",,,,,,,"  178",",,0","  339",",,0","  278",",,0,1700","   50",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-04","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   94",",,0,1700","    0",",,0","    0",",,0","  283",",,0","  144",",,0",,,,,,,"   51",",,0,1700",,,,,,,"  178",",,0","  333",",,0","  256",",,0,1700","   29",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-05","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  283",",,0","  144",",,0",,,,,,,"   18",",,0,1700",,,,,,,"  172",",,0","  328",",,0","  272",",,0,1700","   34",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-06","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  306",",,0","  167",",,0",,,,,,,"   48",",,0,1700",,,,,,,"  194",",,0","  356",",,0","  294",",,0,1700","   23",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-07","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   48",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  189",",,0",,,,,,,"   36",",,0,1700",,,,,,,"  211",",,0","  361",",,0","  267",",,0,1700","   16",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-08","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   43",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  167",",,0",,,,,,,"   69",",,0,1700",,,,,,,"  183",",,0","  328",",,0","  261",",,0,1700","   35",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-09","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   33",",,0,1700","    0",",,0","    0",",,0","  283",",,0","  183",",,0",,,,,,,"   20",",,0,1700",,,,,,,"  206",",,0","  339",",,0","  278",",,0,1700","   34",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-10","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  144",",,0",,,,,,,"   94",",,0,1700",,,,,,,"  178",",,0","  350",",,0","  294",",,0,1700","   45",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-11","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  648",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  183",",,0",,,,,,,,,,,,,,,"  200",",,0","  317",",,0","  283",",,0,1700","   45",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-12","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  163",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  178",",,0",,,,,,,"   81",",,0,1700",,,,,,,"  206",",,0","  294",",,0","  250",",,0,1700","  109",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-13","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   20",",,0,1700","    0",",,0","    0",",,0","  261",",,0","  172",",,0",,,,,,,"   48",",,0,1700",,,,,,,"  167",",,0","  294",",,0","  189",",,0,1700","  150",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-14","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0","T,,0,1700","    0",",,0","    0",",,0","  256",",,0","  167",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  172",",,0","  289",",,0","  256",",,0,1700","   69",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-15","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    5",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  178",",,0",,,,,,,"   43",",,0,1700",,,,,,,"  200",",,0","  350",",,0","  289",",,0,1700","   40",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-16","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   46",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  183",",,0",,,,,,,"   48",",,0,1700",,,,,,,"  222",",,0","  350",",,0","  278",",,0,1700","   29",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-17","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   25",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  194",",,0",,,,,,,"   84",",,0,1700",,,,,,,"  206",",,0","  333",",,0","  256",",,0,1700","   79",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-18","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  272",",,0","  122",",,0",,,,,,,"   66",",,0,1700",,,,,,,"  156",",,0","  322",",,0","  272",",,0,1700","   56",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-19","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  300",",,0","  144",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  172",",,0","  344",",,0","  294",",,0,1700","   37",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-20","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  317",",,0","  167",",,0",,,,,,,"   66",",,0,1700",,,,,,,"  200",",,0","  367",",,0","  311",",,0,1700","   24",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-21","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  311",",,0","  189",",,0",,,,,,,"   46",",,0,1700",,,,,,,"  211",",,0","  367",",,0","  294",",,0,1700","   31",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-22","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   38",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  194",",,0",,,,,,,"    5",",,0,1700",,,,,,,"  217",",,0","  317",",,0","  233",",,0,1700","   55",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-23","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   15",",,0,1700","    0",",,0","    0",",,0","  256",",,0","  189",",,0",,,,,,,"   15",",,0,1700",,,,,,,"  189",",,0","  239",",,0","  256",",,0,1700","   61",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-24","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   69",",,0,1700","    0",",,0","    0",",,0","  306",",,0","  206",",,0",,,,,,,"   66",",,0,1700",,,,,,,"  217",",,0","  333",",,0","  300",",,0,1700","   50",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-25","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  306",",,0","  156",",,0",,,,,,,"   69",",,0,1700",,,,,,,"  183",",,0","  333",",,0","  250",",,0,1700","   58",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-26","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  267",",,0","  106",",,0",,,,,,,"   53",",,0,1700",,,,,,,"  150",",,0","  311",",,0","  267",",,0,1700","   42",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-27","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  289",",,0","  156",",,0",,,,,,,"   58",",,0,1700",,,,,,,"  194",",,0","  317",",,0","  267",",,0,1700","   32",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-28","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  317",",,0","  183",",,0",,,,,,,"   43",",,0,1700",,,,,,,"  206",",,0","  356",",,0","  317",",,0,1700","   34",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-29","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","   13",",,0,1700","    0",",,0","    0",",,0","  322",",,0","  211",",,0",,,,,,,"   43",",,0,1700",,,,,,,"  233",",,0","  356",",,0","  294",",,0,1700","   21",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-30","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","  302",",,0,1700","    0",",,0","    0",",,0","  300",",,0","  200",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  222",",,0","  333",",,0","  283",",,0,1700","   50",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-07-31","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  300",",,0","  194",",,0",,,,,,,"   56",",,0,1700",,,,,,,"  228",",,0","  339",",,0","  283",",,0,1700","   32",",,0",,,,,,,,,,,,,,,,,,
"USC00076410","1976-08-01","39.6682","-75.74569","32.3","NEWARK AG FARM, DE US","    0",",,0,1700","    0",",,0","    0",",,0","  294",",,0","  189",",,0",,,,,,,"   79",",,0,1700",,,,,,,"  206",",,0","  333",",,0","  250",",,0,1700","   89",",,0",,,,,,,,,,,,,,,,,,
